fname,itp,tp_prob,its,ts_prob
20210114172051.000000.GD.XIG.mseed_12000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_15000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_24000,[],[],[],[]
20210114172051.000000.GD.GUL.mseed_48000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_9000,[],[],[],[]
20210114172051.000000.GD.ZHX.mseed_45000,[2074],[0.393839],[2312],[0.820743]
20210119205031.000000.GD.DYXC.mseed_15000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_27000,[],[],[],[]
20210114172051.000000.GD.QZI.mseed_45000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_18000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_15000,[2676],[0.884682],[],[]
20210114172051.000000.GD.GUL.mseed_51000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_30000,[1494],[0.894917],[],[]
20210119205031.000000.GD.BLT.mseed_12000,[],[],[],[]
20210114172051.000000.GD.QZI.mseed_48000,[],[],[],[]
20210114172051.000000.GD.ZHX.mseed_48000,[],[],[],[]
20210119205031.000000.GD.DYXC.mseed_18000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_33000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_15000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_21000,[1496],[0.958435],[],[]
20210114172051.000000.GD.XIG.mseed_18000,[],[],[1759 2405],[0.379021 0.305319]
20210114172051.000000.GD.GUL.mseed_54000,[],[],[],[]
20210114172051.000000.GD.QZI.mseed_51000,[],[],[],[]
20210114172051.000000.GD.ZHX.mseed_51000,[1512],[0.944929],[1752],[0.91254]
20210119205031.000000.GD.BLT.mseed_18000,[],[],[],[]
20210119205031.000000.GD.DYXC.mseed_21000,[1494],[0.912723],[],[]
20210114172051.000000.GD.GUL.mseed_57000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_36000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_21000,[2202],[0.809398],[],[]
20210119205031.000000.GD.DOX.mseed_24000,[],[],[],[]
20210114172051.000000.GD.QZI.mseed_54000,[],[],[],[]
20210114172051.000000.GD.ZHX.mseed_54000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_21000,[1493],[0.952549],[],[]
20210114172051.000000.GD.LTK.mseed_39000,[184],[0.884345],[576],[0.927569]
20210114172051.000000.GD.XIG.mseed_24000,[],[],[],[]
20210119205031.000000.GD.DYXC.mseed_24000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_0,[1967],[0.962861],[2236],[0.965862]
20210114172051.000000.GD.YAM.mseed_3000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_27000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_27000,[2461],[0.981876],[2684],[0.971029]
20210114172051.000000.GD.QZI.mseed_57000,[],[],[],[]
20210119205031.000000.GD.DYXC.mseed_27000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_24000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_6000,[1491],[0.98232],[1770],[0.970281]
20210114172051.000000.GD.XIG.mseed_30000,[1498 2777],[0.936899 0.59054],[],[]
20210114172051.000000.GD.ZHX.mseed_57000,[2008],[0.972949],[2244],[0.973593]
20210114172051.000000.GD.LTK.mseed_42000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_27000,[2347],[0.470911],[2486],[0.966797]
20210119205031.000000.GD.DYXC.mseed_30000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_30000,[],[],[],[]
20210119205031.000000.GD.DYXC.mseed_33000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_9000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_33000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_30000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_45000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_0,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_0,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_3000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_12000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_36000,[],[],[90],[0.47332]
20210119205031.000000.GD.DYXC.mseed_36000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_48000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_6000,[895],[0.983928],[1077],[0.965108]
20210119205031.000000.GD.BLT.mseed_33000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_39000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_15000,[718],[0.79076],[987],[0.778238]
20210119205031.000000.GD.DOX.mseed_33000,[],[],[],[]
20210119205031.000000.GD.DYXC.mseed_39000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_3000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_51000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_36000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_18000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_42000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_36000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_9000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_6000,[1024],[0.866968],[1305],[0.883037]
20210119205031.000000.GD.XIG.mseed_0,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_45000,[591],[0.536662],[],[]
20210119205031.000000.GD.DOY.mseed_9000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_12000,[],[],[],[]
20210119205031.000000.GD.BLT.mseed_39000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_48000,[],[],[],[]
20210119205031.000000.GD.DOX.mseed_39000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_12000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_15000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_54000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_21000,[2352],[0.444616],[2643],[0.510898]
20210119205031.000000.GD.XIG.mseed_3000,[2459],[0.393291],[],[]
20210114172051.000000.GD.XIG.mseed_51000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_15000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_18000,[],[],[],[]
20210114172051.000000.GD.LTK.mseed_57000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_6000,[747],[0.879848],[1037],[0.934787]
20210114172051.000000.GD.YAM.mseed_24000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_54000,[703 2886],[0.533058 0.531022],[],[]
20210119205031.000000.GD.QZI.mseed_0,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_0,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_21000,[1496],[0.880068],[],[]
20210119205031.000000.GD.DOY.mseed_18000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_3000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_9000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_3000,[],[],[],[]
20210114172051.000000.GD.XIG.mseed_57000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_24000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_27000,[572],[0.599192],[845],[0.858971]
20210119205031.000000.GD.LTK.mseed_6000,[836],[0.986696],[963],[0.979611]
20210119205031.000000.GD.QZI.mseed_6000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_21000,[1496],[0.98447],[],[]
20210119205031.000000.GD.XIG.mseed_12000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_9000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_27000,[2395],[0.988416],[2577],[0.961051]
20210114172051.000000.GD.YAM.mseed_30000,[1494],[0.946656],[],[]
20210119205031.000000.GD.DOY.mseed_24000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_15000,[2027],[0.385968],[],[]
20210119205031.000000.GD.QZI.mseed_9000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_0,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_0,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_30000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_12000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_12000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_33000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_27000,[2526],[0.92553],[2805],[0.852746]
20210119205031.000000.GD.QZI.mseed_15000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_3000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_33000,[468],[0.950156],[737],[0.963472]
20210119205031.000000.GD.LTK.mseed_15000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_18000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_30000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_18000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_36000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_3000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_6000,[823],[0.942474],[937],[0.893481]
20210119205031.000000.GD.QZI.mseed_21000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_18000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_36000,[],[],[],[]
20210119205031.000000.GD.DOY.mseed_33000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_21000,[1498],[0.929983],[],[]
20210119205031.000000.GD.DOY.mseed_36000,[],[],[],[]
20210119205031.000000.GD.HYJ.mseed_39000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_24000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_21000,[1494],[0.967895],[],[]
20210119205031.000000.GD.DOY.mseed_39000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_24000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_27000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_39000,[],[],[269],[0.969511]
20210119205031.000000.GD.GUL.mseed_6000,[820],[0.987935],[941],[0.968803]
20210119205031.000000.GD.DFH.mseed_9000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_24000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_27000,[2247],[0.892808],[2536],[0.930176]
20210119205031.000000.GD.QZI.mseed_30000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_9000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_12000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_42000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_30000,[2827],[0.463108],[],[]
20210119205031.000000.GD.LTK.mseed_27000,[2336],[0.987366],[2464],[0.978884]
20210116080925.000000.GD.BLT.mseed_0,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_0,[2560],[0.388989],[],[]
20210119205031.000000.GD.QZI.mseed_33000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_45000,[2218],[0.947134],[2407 2486],[0.361865 0.824439]
20210119205031.000000.GD.GUL.mseed_12000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_15000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_33000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_36000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_3000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_48000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_15000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_6000,[810],[0.95528],[916],[0.980543]
20210119205031.000000.GD.LTK.mseed_30000,[],[],[],[]
20210119205031.000000.GD.XIG.mseed_36000,[],[],[],[]
20210119205031.000000.GD.QZI.mseed_39000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_18000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_9000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_6000,[1151],[0.976277],[1453],[0.931945]
20210114172051.000000.GD.YAM.mseed_51000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_18000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_33000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_9000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_21000,[1496],[0.982735],[1954],[0.366415]
20210119205031.000000.GD.XIG.mseed_39000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_12000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_36000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_24000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_15000,[],[],[],[]
20210114172051.000000.GD.YAM.mseed_54000,[1999],[0.338897],[],[]
20210116080925.000000.GD.BLT.mseed_18000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_27000,[2321],[0.931432],[2437],[0.888478]
20210119205031.000000.GD.XFJ.mseed_12000,[],[],[],[]
20210119205031.000000.GD.LTK.mseed_39000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_21000,[1496],[0.969879],[],[]
20210116080925.000000.GD.BLT.mseed_21000,[1494],[0.955452],[],[]
20210114172051.000000.GD.YAM.mseed_57000,[2071],[0.411475],[2343],[0.603602]
20210119205031.000000.GD.DFH.mseed_30000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_15000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_0,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_0,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_0,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_24000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_3000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_24000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_3000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_3000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_6000,[990],[0.990729],[1180],[0.979513]
20210119205031.000000.GD.XFJ.mseed_18000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_33000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_27000,[2651],[0.992491],[2952],[0.966771]
20210119205031.000000.GD.GUL.mseed_27000,[2320],[0.989721],[2440],[0.974262]
20210116080925.000000.GD.GUL.mseed_6000,[1386],[0.737766],[1848],[0.839492]
20210119205031.000000.GD.XFJ.mseed_21000,[1493],[0.967399],[],[]
20210116080925.000000.GD.DOY.mseed_9000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_6000,[1278],[0.986175],[1687],[0.82726]
20210116080925.000000.GD.BLT.mseed_30000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_36000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_30000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_9000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_24000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_0,[1646],[0.54257],[],[]
20210116080925.000000.GD.DFH.mseed_9000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_33000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_3000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_12000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_33000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_6000,[755],[0.976255],[836],[0.983957]
20210116080925.000000.GD.BLT.mseed_36000,[],[],[],[]
20210119205031.000000.GD.DFH.mseed_39000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_12000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_27000,[2308],[0.936041],[2416],[0.985766]
20210119205031.000000.GD.GUL.mseed_36000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_12000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_15000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_15000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_9000,[],[],[],[]
20210116080925.000000.GD.BLT.mseed_39000,[],[],[],[]
20210119205031.000000.GD.XFJ.mseed_30000,[],[],[],[]
20210119205031.000000.GD.GUL.mseed_39000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_15000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_0,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_18000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_18000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_18000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_12000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_21000,[1496],[0.961018],[1651],[0.638333]
20210116080925.000000.GD.DOY.mseed_21000,[1494],[0.9658],[2219],[0.723616]
20210119205031.000000.GD.XFJ.mseed_33000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_15000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_21000,[1494],[0.971399],[],[]
20210119205031.000000.GD.LVY.mseed_3000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_24000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_24000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_24000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_18000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_6000,[735 868],[0.368811 0.433577],[1021],[0.964097]
20210119205031.000000.GD.XFJ.mseed_36000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_27000,[2778],[0.981253],[],[]
20210116080925.000000.GD.DOY.mseed_27000,[2490],[0.985643],[2680],[0.982618]
20210116080925.000000.GD.LTK.mseed_0,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_0,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_9000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_21000,[1493],[0.94211],[],[]
20210119205031.000000.GD.XFJ.mseed_39000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_30000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_12000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_27000,[2895],[0.428018],[],[]
20210116080925.000000.GD.LTK.mseed_3000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_24000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_15000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_30000,[],[],[348],[0.834395]
20210116080925.000000.GD.DFH.mseed_30000,[],[],[176],[0.85054]
20210119205031.000000.GD.YAM.mseed_3000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_33000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_18000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_6000,[1309],[0.913647],[1695],[0.852612]
20210119205031.000000.GD.HEP.mseed_27000,[2255],[0.973155],[2336],[0.98592]
20210116080925.000000.GD.GUL.mseed_33000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_6000,[927],[0.977196],[1127],[0.969307]
20210116080925.000000.GD.DFH.mseed_33000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_0,[83],[0.462247],[],[]
20210119205031.000000.GD.LVY.mseed_21000,[1494],[0.961187],[],[]
20210116080925.000000.GD.GUL.mseed_36000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_30000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_9000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_24000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_9000,[],[],[],[]
20210116080925.000000.GD.GUL.mseed_39000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_36000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_36000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_27000,[2245 2366],[0.474865 0.374977],[2522],[0.966708]
20210119205031.000000.GD.YAM.mseed_12000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_33000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_3000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_12000,[],[],[],[]
20210116080925.000000.GD.DFH.mseed_39000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_36000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_30000,[],[],[266],[0.413439]
20210119205031.000000.GD.YAM.mseed_15000,[],[],[],[]
20210116080925.000000.GD.DOY.mseed_39000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_0,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_6000,[858],[0.967889],[950],[0.978926]
20210119205031.000000.GD.LVY.mseed_33000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_15000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_18000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_9000,[],[],[],[]
20210119205031.000000.GD.LVY.mseed_36000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_3000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_18000,[],[],[],[]
20210119205031.000000.GD.HEP.mseed_39000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_21000,[1494],[0.963125],[],[]
20210116080925.000000.GD.YAM.mseed_6000,[1108],[0.982588],[1380],[0.973621]
20210119205031.000000.GD.LVY.mseed_39000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_12000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_9000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_21000,[1494],[0.970906],[],[]
20210119205031.000000.GD.YAM.mseed_24000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_0,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_0,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_0,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_0,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_24000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_15000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_3000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_27000,[2428],[0.977657],[2627],[0.965891]
20210116080925.000000.GD.LTK.mseed_27000,[2804],[0.906705],[],[]
20210116080925.000000.GD.LVY.mseed_3000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_6000,[1060],[0.957374],[1357],[0.945171]
20210119205031.000000.GD.YAM.mseed_30000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_12000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_18000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_30000,[],[],[195],[0.821333]
20210116080925.000000.GD.DOX.mseed_3000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_6000,[1190],[0.981672],[1521],[0.97608]
20210119205031.000000.GD.ZHX.mseed_9000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_6000,[1114],[0.982452],[1399],[0.881599]
20210116080925.000000.GD.LTK.mseed_33000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_33000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_21000,[1494],[0.950824],[],[]
20210116080925.000000.GD.YAM.mseed_15000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_9000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_9000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_12000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_24000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_18000,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_6000,[1123],[0.982365],[1408],[0.974654]
20210116080925.000000.GD.XFJ.mseed_12000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_12000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_15000,[],[],[],[]
20210116080925.000000.GD.LTK.mseed_36000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_36000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_21000,[1494],[0.946372],[],[]
20210116080925.000000.GD.DYXC.mseed_27000,[2358],[0.971561],[2450],[0.982256]
20210116080925.000000.GD.XFJ.mseed_15000,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_9000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_18000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_15000,[2886],[0.368956],[],[]
20210116080925.000000.GD.YAM.mseed_24000,[2903],[0.489794],[],[]
20210116080925.000000.GD.LTK.mseed_39000,[],[],[],[]
20210119205031.000000.GD.YAM.mseed_39000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_30000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_27000,[2610],[0.804866],[2880],[0.909132]
20210119205031.000000.GD.ZHX.mseed_21000,[1495],[0.968935],[],[]
20210116080925.000000.GD.DOX.mseed_12000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_18000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_18000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_30000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_24000,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_15000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_33000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_21000,[1494],[0.968035],[],[]
20210116080925.000000.GD.LVY.mseed_21000,[1496],[0.843786],[],[]
20210116080925.000000.GD.YAM.mseed_33000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_27000,[2560],[0.956841],[2857],[0.9504]
20210116080925.000000.GD.XFJ.mseed_24000,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_18000,[],[],[],[]
20210116080925.000000.GD.DYXC.mseed_36000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_24000,[],[],[],[]
20210116080925.000000.GD.HEP.mseed_0,[],[],[],[]
20210102232902.000000.GD.DFH.mseed_0,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_36000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_27000,[2690],[0.977706],[],[]
20210116080925.000000.GD.DYXC.mseed_39000,[2951],[0.335845],[],[]
20210116080925.000000.GD.LVY.mseed_27000,[2613],[0.985923],[2896],[0.902985]
20210119205031.000000.GD.ZHX.mseed_30000,[],[],[],[]
20210116080925.000000.GD.HEP.mseed_3000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_30000,[],[],[],[]
20210116080925.000000.GD.YAM.mseed_39000,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_21000,[1495],[0.968731],[],[]
20210102232902.000000.GD.DFH.mseed_3000,[193],[0.953722],[513],[0.902349]
20210116080925.000000.GD.LVY.mseed_30000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_33000,[],[],[],[]
20210116080925.000000.GD.HEP.mseed_6000,[1289],[0.919762],[1673],[0.687036]
20210116080925.000000.GD.DOX.mseed_24000,[],[],[],[]
20210119205031.000000.GD.ZHX.mseed_33000,[],[],[],[]
20210102232902.000000.GD.DFH.mseed_6000,[802],[0.96577],[1041],[0.978548]
20210116080925.000000.GD.XFJ.mseed_36000,[],[],[],[]
20210116080925.000000.GD.LVY.mseed_33000,[],[],[],[]
20210116080925.000000.GD.XIG.mseed_0,[],[],[],[]
20210102232902.000000.GD.HEP.mseed_0,[],[],[],[]
20210116080925.000000.GD.HEP.mseed_9000,[1646],[0.55532],[1808],[0.369378]
20210116080925.000000.GD.LVY.mseed_36000,[],[],[],[]
20210116080925.000000.GD.XFJ.mseed_39000,[],[],[],[]
20210116080925.000000.GD.XIG.mseed_3000,[],[],[],[]
20210116080925.000000.GD.DOX.mseed_27000,[2623],[0.989091],[2908],[0.977998]
20210116080925.000000.GD.HEP.mseed_12000,[],[],[],[]
