fname,itp,tp_prob,its,ts_prob
20210101070154.000000.GD.DOY.mseed_27000,[1847],[0.987453],[1970],[0.986313]
20210101070154.000000.GD.HEP.mseed_12000,[],[],[],[]
20210101070154.000000.GD.XIG.mseed_24000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_18000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_6000,[600],[0.820418],[865],[0.86448]
20210101070154.000000.GD.LTK.mseed_0,[],[],[],[]
20210101070154.000000.GD.DOY.mseed_30000,[],[],[],[]
20210101070154.000000.GD.DOY.mseed_33000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_9000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_9000,[],[],[],[]
20210101070154.000000.GD.XIG.mseed_27000,[1966],[0.986393],[2181],[0.862857]
20210101070154.000000.GD.DOY.mseed_36000,[],[],[],[]
20210101070154.000000.GD.LVY.mseed_30000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_21000,[1492],[0.873757],[],[]
20210101070154.000000.GD.QZI.mseed_12000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_12000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_3000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_15000,[],[],[],[]
20210101070154.000000.GD.DOY.mseed_39000,[],[],[],[]
20210101070154.000000.GD.XIG.mseed_30000,[2363],[0.505619],[2528],[0.805462]
20210101070154.000000.GD.LVY.mseed_33000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_15000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_18000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_6000,[664],[0.837529],[939],[0.903672]
20210101070154.000000.GD.HYJ.mseed_24000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_15000,[],[],[],[]
20210101070154.000000.GD.LVY.mseed_36000,[],[],[],[]
20210101070154.000000.GD.LVY.mseed_39000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_18000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_18000,[],[],[],[]
20210101070154.000000.GD.XIG.mseed_33000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_21000,[1494],[0.930667],[],[]
20210101070154.000000.GD.QZI.mseed_21000,[1496],[0.976447],[],[]
20210101070154.000000.GD.LTK.mseed_9000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_27000,[1987],[0.889653],[2205],[0.971913]
20210101070154.000000.GD.YAM.mseed_21000,[1494],[0.965647],[],[]
20210101070154.000000.GD.HEP.mseed_24000,[],[],[],[]
20210101070154.000000.GD.XIG.mseed_36000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_24000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_12000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_30000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_24000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_27000,[2131],[0.803502],[],[]
20210101070154.000000.GD.XIG.mseed_39000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_0,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_0,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_27000,[2100],[0.909936],[2365],[0.917575]
20210101070154.000000.GD.HEP.mseed_30000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_30000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_27000,[1992],[0.991961],[2220],[0.983357]
20210101070154.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_33000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_33000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_3000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_36000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_33000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_30000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_6000,[532],[0.964449],[791],[0.954603]
20210101070154.000000.GD.LTK.mseed_15000,[],[],[],[]
20210101070154.000000.GD.QZI.mseed_39000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_6000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_36000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_36000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_9000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_33000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_0,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_18000,[],[],[],[]
20210101070154.000000.GD.HYJ.mseed_39000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_3000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_12000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_21000,[1494],[0.962653],[],[]
20210101070154.000000.GD.YAM.mseed_36000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_9000,[],[],[],[]
20210101070154.000000.GD.HEP.mseed_39000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_15000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_6000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_24000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_12000,[],[],[],[]
20210101070154.000000.GD.YAM.mseed_39000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_18000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_27000,[2164],[0.772952],[2437],[0.912816]
20210130235944.000000.GD.GUL.mseed_9000,[379],[0.392825],[1450],[0.383681]
20210130235944.000000.GD.DOX.mseed_15000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_0,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_0,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_0,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_3000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_12000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_18000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_3000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_6000,[477],[0.988921],[700],[0.958105]
20210101070154.000000.GD.XFJ.mseed_21000,[1495],[0.961298],[],[]
20210130235944.000000.GD.DOY.mseed_6000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_3000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_21000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_33000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_15000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_9000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_24000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_6000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_24000,[],[],[],[]
20210101070154.000000.GD.LTK.mseed_36000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_9000,[173],[0.846475],[],[]
20210130235944.000000.GD.GUL.mseed_18000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_0,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_12000,[2718],[0.38739],[],[]
20210130235944.000000.GD.BLT.mseed_9000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_27000,[2032],[0.973557],[2291],[0.945219]
20210101070154.000000.GD.LTK.mseed_39000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_21000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_27000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_3000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_12000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_12000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_15000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_30000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_24000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_33000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_6000,[2087],[0.546642],[],[]
20210101070154.000000.GD.ZHX.mseed_18000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_15000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_15000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_33000,[1495],[0.921814],[],[]
20210130235944.000000.GD.DFH.mseed_0,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_27000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_9000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_21000,[1496],[0.977376],[],[]
20210101070154.000000.GD.XFJ.mseed_36000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_30000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_18000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_12000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_24000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_18000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_36000,[],[],[],[]
20210101070154.000000.GD.XFJ.mseed_39000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_3000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_33000,[1494],[0.961382],[],[]
20210130235944.000000.GD.BLT.mseed_21000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_21000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_27000,[1977],[0.987649],[2200],[0.963676]
20210130235944.000000.GD.DOX.mseed_39000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_15000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_6000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_0,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_9000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_24000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_3000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_36000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_33000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_12000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_18000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_42000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_36000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_27000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_6000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_15000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_39000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_24000,[],[],[],[]
20210101070154.000000.GD.ZHX.mseed_39000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_45000,[],[],[55],[0.485877]
20210130235944.000000.GD.HEP.mseed_21000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_9000,[44],[0.95449],[653],[0.933124]
20210130235944.000000.GD.DFH.mseed_18000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_27000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_21000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_24000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_12000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_30000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_42000,[1879],[0.423013],[],[]
20210130235944.000000.GD.DFH.mseed_24000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_27000,[2956],[0.903508],[],[]
20210130235944.000000.GD.DOX.mseed_48000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_33000,[1496],[0.958951],[],[]
20210130235944.000000.GD.GUL.mseed_45000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_15000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_33000,[1494],[0.950889],[],[]
20210130235944.000000.GD.HEP.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_51000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_27000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_48000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_36000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_0,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_18000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_54000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_51000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_36000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_21000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_39000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_54000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_33000,[1494],[0.934897],[],[]
20210130235944.000000.GD.DOX.mseed_57000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_3000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_57000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_39000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_42000,[1675],[0.885249],[],[]
20210130235944.000000.GD.DFH.mseed_33000,[1496],[0.948701],[],[]
20210130235944.000000.GD.DYXC.mseed_24000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_60000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_36000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_60000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_6000,[],[],[],[]
20210130235944.000000.GD.GUL.mseed_63000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_42000,[1603],[0.689845],[],[]
20210130235944.000000.GD.HEP.mseed_39000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_36000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_45000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_9000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_27000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_45000,[],[],[],[]
20210130235944.000000.GD.DOX.mseed_63000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_42000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_12000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_48000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_30000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_39000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_48000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_45000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_15000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_51000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_0,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_0,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_48000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_33000,[1492],[0.890978],[],[]
20210130235944.000000.GD.DFH.mseed_42000,[1607],[0.693187],[],[]
20210130235944.000000.GD.YAM.mseed_3000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_18000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_51000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_3000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_54000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_51000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_36000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_21000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_6000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_45000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_39000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_54000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_57000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_6000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_24000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_9000,[],[],[709],[0.308226]
20210130235944.000000.GD.HEP.mseed_54000,[2572],[0.567091],[],[]
20210130235944.000000.GD.QZI.mseed_9000,[],[],[1678],[0.333576]
20210130235944.000000.GD.HYJ.mseed_27000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_48000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_42000,[1544],[0.956183],[2153],[0.938825]
20210130235944.000000.GD.QZI.mseed_12000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_30000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_12000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_60000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_57000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_33000,[1496],[0.857022],[],[]
20210130235944.000000.GD.HEP.mseed_57000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_51000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_45000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_15000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_36000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_15000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_60000,[],[],[],[]
20210130235944.000000.GD.DOY.mseed_63000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_60000,[2910],[0.631178],[],[]
20210130235944.000000.GD.DFH.mseed_54000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_57000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_48000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_39000,[],[],[],[]
20210130235944.000000.GD.HEP.mseed_63000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_18000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_51000,[],[],[],[]
20210130235944.000000.GD.BLT.mseed_63000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_18000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_42000,[1797],[0.397966],[],[]
20210130235944.000000.GD.DFH.mseed_60000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_21000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_54000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_45000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_21000,[],[],[],[]
20210130235944.000000.GD.DFH.mseed_63000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_57000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_24000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_0,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_0,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_0,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_48000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_24000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_60000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_3000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_51000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_3000,[],[],[],[]
20210130235944.000000.GD.DYXC.mseed_63000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_3000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_27000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_27000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_6000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_6000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_54000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_30000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_30000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_6000,[2893],[0.968505],[],[]
20210130235944.000000.GD.XFJ.mseed_9000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_9000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_0,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_0,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_57000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_33000,[1496],[0.968208],[1956],[0.347769]
20210130235944.000000.GD.YAM.mseed_33000,[1495],[0.975375],[1771 1906],[0.609071 0.497175]
20210130235944.000000.GD.ZHX.mseed_9000,[],[],[435],[0.706709]
20210130235944.000000.GD.XIG.mseed_3000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_60000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_12000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_12000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_36000,[2401],[0.359227],[],[]
20210130235944.000000.GD.XIG.mseed_6000,[],[],[1375 1450],[0.30582 0.38856]
20210130235944.000000.GD.ZHX.mseed_12000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_3000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_36000,[],[],[],[]
20210130235944.000000.GD.HYJ.mseed_63000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_15000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_15000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_9000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_15000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_6000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_39000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_39000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_18000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_42000,[1498],[0.869731],[2204],[0.641317]
20210130235944.000000.GD.LVY.mseed_9000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_18000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_18000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_21000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_12000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_45000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_21000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_24000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_42000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_21000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_12000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_24000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_48000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_27000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_15000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_45000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_0,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_27000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_51000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_18000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_30000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_3000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_33000,[1494],[0.927328],[],[]
20210130235944.000000.GD.XFJ.mseed_30000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_21000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_15000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_54000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_24000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_48000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_36000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_6000,[1033],[0.952876],[1265],[0.948479]
20210130235944.000000.GD.XFJ.mseed_33000,[1495],[0.970799],[],[]
20210130235944.000000.GD.LVY.mseed_18000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_24000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_57000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_51000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_27000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_36000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_39000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_9000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_30000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_54000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_60000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_42000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_21000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_27000,[],[],[2937],[0.325128]
20210130235944.000000.GD.XFJ.mseed_39000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_12000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_33000,[1496],[0.945229],[],[]
20210130235944.000000.GD.XFJ.mseed_42000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_57000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_45000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_24000,[],[],[],[]
20210130235944.000000.GD.YAM.mseed_63000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_30000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_15000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_36000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_45000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_48000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_60000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_27000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_18000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_48000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_33000,[1494],[0.945361],[],[]
20210130235944.000000.GD.LTK.mseed_51000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_39000,[],[],[],[]
20210130235944.000000.GD.QZI.mseed_63000,[],[],[],[]
20210130235944.000000.GD.LVY.mseed_30000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_21000,[1496],[0.970023],[],[]
20210130235944.000000.GD.XFJ.mseed_51000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_54000,[],[],[],[]
20210130235944.000000.GD.XIG.mseed_36000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_42000,[1393],[0.953232],[1937],[0.548528]
20210130235944.000000.GD.LVY.mseed_33000,[1496],[0.947302],[],[]
20210111170626.000000.GD.BLT.mseed_24000,[],[],[],[]
20210111170626.000000.GD.HEP.mseed_0,[],[],[],[]
20210111170626.000000.GD.DOY.mseed_0,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_57000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_54000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_60000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_27000,[2533],[0.950955],[2765],[0.950078]
20210130235944.000000.GD.XIG.mseed_39000,[],[],[],[]
20210111170626.000000.GD.DOY.mseed_3000,[],[],[],[]
20210130235944.000000.GD.ZHX.mseed_45000,[],[],[],[]
20210130235944.000000.GD.LTK.mseed_63000,[],[],[],[]
20210111170626.000000.GD.HEP.mseed_3000,[],[],[],[]
20210130235944.000000.GD.XFJ.mseed_57000,[],[],[],[]
20210111170626.000000.GD.BLT.mseed_30000,[],[],[],[]
